Entry,Name,Processing condition,,Cluster Number (0 to 11),,Al,Cu,Mn,N,Ni,Ti,S,Fe,Zr,P,Si,V,Mo,Co,C,Nb,B,Cr,,(Ultimate) Tensile strength (MPa),Yield strength (MPa),Ductility (%),,Cluster Number,Cluster label
379,AISI 4422 Steel,"Heat Treated In 25 mm Rounds, Oil Quenched, 150C (300F) Temper",,0,,0,0,0.75,0,0,0,0.04,98.325,0,0.035,0.225,0,0.4,0,0.225,0,0,0,,862,560,18,,0,Carburized – quenched (oil) – wear-resistant surface steel
380,AISI 4718H Steel,"Pseudocarburized And Oil Quenched, 150C (300F) Temper, 13.7 mm Round",,0,,0,0,0.775,0,1.05,0,0.04,96.89,0,0.04,0.225,0,0.35,0,0.18,0,0,0.45,,1324,1010,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
381,AISI 4320 Steel,"Mock Carburized 925C (1700F) For 8 Hrs., Reheated To 815C (1500F), Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.55,0,1.825,0,0.04,96.38,0,0.035,0.225,0,0.25,0,0.195,0,0,0.5,,1050,738,17,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
382,AISI 4718 Steel,"Pseudocarburized, Reheated To 765C (1410F) And Oil Quenched, 150C (300F) Temper, 13.7 mm Round",,0,,0,0,0.8,0,1.05,0,0.04,96.81,0,0.04,0.275,0,0.35,0,0.185,0,0,0.45,,1131,735,9,,0,Carburized – quenched (oil) – wear-resistant surface steel
383,AISI 4620 Steel,"Mock Carburized, 230C (450F) Temper, 13 mm (0.5 In.) Round",,8,,0,0,0.55,0,1.825,0,0.04,96.855,0,0.035,0.25,0,0.25,0,0.195,0,0,0,,814,560,21,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
384,AISI 4815H Steel,"Pseudocarburized, Reheated To 830C (1525F) And Oil Quenched, 150C (300F) Temper, 13.7 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.3,0,0.035,0.225,0,0.25,0,0.15,0,0,0,,1165,1005,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
385,AISI 4815 Steel,"Pseudocarburized, Reheated To 775C (1430F) And Oil Quenched, 150C (300F) Temper, 13.7 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.295,0,0.035,0.225,0,0.25,0,0.155,0,0,0,,1115,951,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
386,AISI 4620H Steel,"Normalized, 50 mm (2 In.) Round",,9,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,550,365,29,,9,Normalized – general-purpose steel (round normalized stock)
387,AISI E4340 Steel,"Oil Quenched 800C (1470F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.75,0,1.825,0,0.02,95.7,0,0.025,0.225,0,0.25,0,0.405,0,0,0.8,,1145,1117,17,,6,Quenched (oil) & tempered – high-strength structural steel
388,AISI 4620H Steel,"Mock Carburized, 230C (450F) Temper, 13 mm (0.5 In.) Round",,8,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,814,560,21,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
389,AISI 4620H Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, Reheated To 925C (1700F), Quenched And Tempered",,0,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,965,772,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
390,AISI 4620H Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, Reheated To 800C (1470F), Quenched And Tempered",,0,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,910,724,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
391,AISI 4718H Steel,"Pseudocarburized, Reheated To 800C (1470F) And Oil Quenched, 150C (300F) Temper, 13.7 mm Round",,0,,0,0,0.775,0,1.05,0,0.04,96.89,0,0.04,0.225,0,0.35,0,0.18,0,0,0.45,,1159,834,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
392,AISI 4820 Steel,"Single Quenched And Tempered (230C (450F)), 1.2 mm Case Depth",,5,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1415,1272,13,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
393,AISI 4815 Steel,"Pseudocarburized And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.295,0,0.035,0.225,0,0.25,0,0.155,0,0,0,,1095,917,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
394,AISI 4820 Steel,"Direct Quenched From Pot, Tempered (230C (450F)), 0.99 mm Case Depth",,5,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1382,1170,12,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
395,AISI 4422 Steel,"Heat Treated In 25 mm Rounds, Reheated To 820C (1510F), 150C (300F) Temper",,0,,0,0,0.75,0,0,0,0.04,98.325,0,0.035,0.225,0,0.4,0,0.225,0,0,0,,758,400,18,,0,Carburized – quenched (oil) – wear-resistant surface steel
396,AISI 4820 Steel,"Single Quenched And Tempered, 150C (300F), 1.2 mm Case Depth",,5,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1431,1150,13,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
397,AISI 4340 Steel,"Oil Quenched 800C (1470F), 650C (1200F) Temper, 50 mm (2 In.) Round",,6,,0,0,0.7,0,1.825,0,0.04,95.725,0,0.035,0.225,0,0.25,0,0.4,0,0,0.8,,931,834,20,,6,Quenched (oil) & tempered – high-strength structural steel
398,AISI 4815H Steel,"Pseudocarburized And Oil Quenched, 150C (300F) Temper, 13.7 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.3,0,0.035,0.225,0,0.25,0,0.15,0,0,0,,1170,1070,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
399,AISI 4718 Steel,"Pseudocarburized And Oil Quenched, 150C (300F) Temper, 13.7 mm Round",,0,,0,0,0.8,0,1.05,0,0.04,96.81,0,0.04,0.275,0,0.35,0,0.185,0,0,0.45,,1324,1010,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
400,AISI 4820 Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, Reheated To 730C (1350F), 150C (300F) Temper",,0,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1363,945,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
401,AISI 4620H Steel,"Mock Carburized, 150C (300F) Temper, 100 mm (4 In.) Round",,8,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,585,360,29,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
402,AISI 4718H Steel,"Pseudocarburized, Reheated To 850C (1560F) And Oil Quenched, 150C (300F) Temper, 25 mm Round",,0,,0,0,0.775,0,1.05,0,0.04,96.89,0,0.04,0.225,0,0.35,0,0.18,0,0,0.45,,1096,724,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
403,AISI 4820 Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, Reheated To 835C, 150C (300F) Temper (300F)",,0,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1322,1021,12,,0,Carburized – quenched (oil) – wear-resistant surface steel
404,AISI 4820 Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, 150C (300F) Temper",,0,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1413,1085,11,,0,Carburized – quenched (oil) – wear-resistant surface steel
405,AISI 4718 Steel,"Pseudocarburized, Reheated To 850C (1560F) And Oil Quenched, 150C (300F) Temper, 13.7 mm Round",,0,,0,0,0.8,0,1.05,0,0.04,96.81,0,0.04,0.275,0,0.35,0,0.185,0,0,0.45,,1172,841,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
406,AISI 4815 Steel,"Pseudocarburized, Reheated To 775C (1430F) And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.295,0,0.035,0.225,0,0.25,0,0.155,0,0,0,,1025,855,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
407,AISI 4620 Steel,"Normalized, 50 mm (2 In.) Round",,9,,0,0,0.55,0,1.825,0,0.04,96.855,0,0.035,0.25,0,0.25,0,0.195,0,0,0,,550,365,29,,9,Normalized – general-purpose steel (round normalized stock)
408,AISI 4815H Steel,"Pseudocarburized, Reheated To 830C (1525F) And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.3,0,0.035,0.225,0,0.25,0,0.15,0,0,0,,1075,910,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
409,AISI 4820 Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, Reheated To 730C (1350F), 150C (300F) Temper",,0,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1230,806,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
410,AISI 4820 Steel,"Mock Carburized, Reheated To 800C (1470F), 150C (300F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1170,869,15,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
411,AISI 4620 Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, Reheated To 800C (1470F), Quenched And Tempered",,0,,0,0,0.55,0,1.825,0,0.04,96.855,0,0.035,0.25,0,0.25,0,0.195,0,0,0,,910,724,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
412,AISI 4718 Steel,"Pseudocarburized, Reheated To 850C (1560F) And Oil Quenched, 150C (300F) Temper, 25 mm Round",,0,,0,0,0.8,0,1.05,0,0.04,96.81,0,0.04,0.275,0,0.35,0,0.185,0,0,0.45,,1096,724,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
413,AISI 4820 Steel,Normalized 860C (1580F),,4,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,760,485,24,,4,Normalized (air cooled) – general-purpose steel
414,AISI 4820 Steel,"Mock Carburized, Reheated To 800C (1470F), 230C (450F) Temper, 50 mm (2 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,896,635,19,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
415,AISI 4620H Steel,"Single Quenched And Tempered, Carburized, Oil Quenched, 230C (450F) Temper",,5,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,796,557,20,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
416,AISI 4620 Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, Reheated To 800C (1470F), Quenched And Tempered",,0,,0,0,0.55,0,1.825,0,0.04,96.855,0,0.035,0.25,0,0.25,0,0.195,0,0,0,,958,786,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
417,AISI 4620H Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, Reheated To 775C (1430F), Quenched And Tempered",,0,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,910,738,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
418,AISI 4820 Steel,"Annealed 815C (1500F), 25 mm (1 In.) Round",,7,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,685,460,22,,7,Annealed – easy-to-machine – round annealed stock
419,AISI 4620 Steel,"Double Quenched And Tempered, Carburized, Oil Quenched, 150C (300F) Temper",,5,,0,0,0.55,0,1.825,0,0.04,96.855,0,0.035,0.25,0,0.25,0,0.195,0,0,0,,841,533,22,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
420,AISI 4815 Steel,"Pseudocarburized, Reheated To 800C (1470F) And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.295,0,0.035,0.225,0,0.25,0,0.155,0,0,0,,1055,889,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
421,AISI 4718H Steel,"Pseudocarburized, Reheated To 850C (1560F) And Oil Quenched, 150C (300F) Temper, 13.7 mm Round",,0,,0,0,0.775,0,1.05,0,0.04,96.89,0,0.04,0.225,0,0.35,0,0.18,0,0,0.45,,1172,841,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
422,AISI 4815H Steel,"Pseudocarburized, Reheated To 800C (1470F) And Oil Quenched, 150C (300F) Temper, 13.7 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.3,0,0.035,0.225,0,0.25,0,0.15,0,0,0,,1160,993,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
423,AISI 4620H Steel,"Direct Quench From Pot, Carburized, Oil Quenched, 230C (450F) Temper",,5,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,1017,798,16,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
424,AISI 4620 Steel,"Direct Quench From Pot, Carburized, Oil Quenched, 230C (450F) Temper",,5,,0,0,0.55,0,1.825,0,0.04,96.855,0,0.035,0.25,0,0.25,0,0.195,0,0,0,,1017,798,16,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
425,AISI 4820H Steel,"Direct Quenched From Pot, Tempered (230C (450F)), 0.99 mm Case Depth",,5,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1382,1170,12,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
426,AISI 4340 Steel,"Normalized, 13 mm (0.5 In.) Round",,9,,0,0,0.7,0,1.825,0,0.04,95.725,0,0.035,0.225,0,0.25,0,0.4,0,0,0.8,,1448,972,12,,9,Normalized – general-purpose steel (round normalized stock)
427,AISI 4815H Steel,"Pseudocarburized, Reheated To 800C (1470F) And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.3,0,0.035,0.225,0,0.25,0,0.15,0,0,0,,1055,889,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
428,AISI 4620H Steel,"Annealed, 25 mm (1 In.) Round",,3,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,510,370,31,,3,Normalized – easy-to-machine stock (cold drawn)
429,AISI 4820H Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, Reheated To 835C, 150C (300F) Temper",,0,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1422,1051,13,,0,Carburized – quenched (oil) – wear-resistant surface steel
430,AISI 4718 Steel,"Psueudocarburized, Reheated To 800C (1470F) And Oil Quenched, 150C (300F) Temper, 25 mm Round",,0,,0,0,0.8,0,1.05,0,0.04,96.81,0,0.04,0.275,0,0.35,0,0.185,0,0,0.45,,1068,714,17,,0,Carburized – quenched (oil) – wear-resistant surface steel
431,AISI 4820H Steel,"Mock Carburized, Reheated To 800C (1470F), 150C (300F) Temper, 100 mm (4 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,820,560,23,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
432,AISI 4427 Steel,"Heat Treated In 25 mm Rounds, Reheated To 865C (1590F), 150C (300F) Temper",,0,,0,0,0.8,0,0,0,0.04,98.235,0,0.035,0.225,0,0.4,0,0.265,0,0,0,,1034,620,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
433,AISI 4320H Steel,"Normalized 925C (1700F), Pseudocarburized At 925C (1700F) For 8 Hrs., Reheated To 775C (1425F) And Oil Quenched, 150C (300F) Temper; Tested In 12.8 mm Rounds",,0,,0,0,0.55,0,1.775,0,0.04,96.425,0,0.035,0.225,0,0.25,0,0.2,0,0,0.5,,1040,869,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
434,AISI 4320H Steel,"Normalized: Heated To 895C (1640F), Air Cooled, 50 mm (2 In.) Round",,4,,0,0,0.55,0,1.775,0,0.04,96.425,0,0.035,0.225,0,0.25,0,0.2,0,0,0.5,,703,405,23,,4,Normalized (air cooled) – general-purpose steel
435,AISI 4820H Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, 150C (300F) Temper",,0,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1448,1138,12,,0,Carburized – quenched (oil) – wear-resistant surface steel
436,AISI 4620H Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, Reheated To 830C (1525F), Quenched And Tempered",,0,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,1000,807,17,,0,Carburized – quenched (oil) – wear-resistant surface steel
437,AISI 4820 Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, 150C (300F) Temper",,0,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1448,1138,12,,0,Carburized – quenched (oil) – wear-resistant surface steel
438,AISI 4820 Steel,"Double Quenched And Tempered (150C (300F)), 1.2 mm Case Depth",,5,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1410,1141,13,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
439,AISI 4820H Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, Reheated To 835C, 150C (300F) Temper",,0,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1322,1021,12,,0,Carburized – quenched (oil) – wear-resistant surface steel
440,AISI 4820 Steel,"Normalized 860C (1580F), 100 mm (4 In.) Round",,4,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,717,470,22,,4,Normalized (air cooled) – general-purpose steel
441,AISI 4620H Steel,"Mock Carburized, 150C (300F) Temper, 13 mm (0.5 In.) Round",,8,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,876,620,20,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
442,AISI 4718 Steel,"Pseudocarburized, Reheated To 765C (1700F) And Oil Quenched, 150C (300F) Temper, 25 mm Round",,0,,0,0,0.8,0,1.05,0,0.04,96.81,0,0.04,0.275,0,0.35,0,0.185,0,0,0.45,,1096,601,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
443,AISI 4718H Steel,"Pseudocarburized, Reheated To 765C (1410F) And Oil Quenched, 150C (300F) Temper, 13.7 mm Round",,0,,0,0,0.775,0,1.05,0,0.04,96.89,0,0.04,0.225,0,0.35,0,0.18,0,0,0.45,,1131,735,9,,0,Carburized – quenched (oil) – wear-resistant surface steel
444,AISI 4820H Steel,"Direct Quenched From Pot, Tempered (150C (300F)), 0.99 mm Case Depth",,5,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1415,1141,13,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
445,AISI 4718H Steel,"Pseudocarburized, Reheated To 800C (1470F) And Oil Quenched, 150C (300F) Temper, 25 mm Round",,0,,0,0,0.775,0,1.05,0,0.04,96.89,0,0.04,0.225,0,0.35,0,0.18,0,0,0.45,,1068,714,17,,0,Carburized – quenched (oil) – wear-resistant surface steel
446,AISI 4620H Steel,"Double Quenched And Tempered, Carburized, Oil Quenched, 150C (300F) Temper",,5,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,841,533,22,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
447,AISI 4820H Steel,"Double Quenched And Tempered (230C (450F)), 1.2 mm Case Depth",,5,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1355,1182,13,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
448,AISI 4820H Steel,"Single Quenched And Tempered (230C (450F)), 1.2 mm Case Depth",,5,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1415,1272,13,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
449,AISI 4815 Steel,"Pseudocarburized And Oil Quenched, 150C (300F) Temper, 13.7 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.295,0,0.035,0.225,0,0.25,0,0.155,0,0,0,,1170,1070,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
450,AISI 4820H Steel,"Mock Carburized, Reheated To 800C (1470F), 150C (300F) Temper, 13 mm (0.5 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1440,1195,14,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
451,AISI 4150H Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 100 mm (4 In.) Round",,6,,0,0,0.875,0,0,0,0.04,97.145,0,0.035,0.225,0,0.2,0,0.505,0,0,0.975,,1095,883,15,,6,Quenched (oil) & tempered – high-strength structural steel
452,AISI 4820H Steel,"Double Quenched And Tempered (150C (300F)), 1.2 mm Case Depth",,5,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1410,1141,13,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
453,AISI 4820H Steel,"Mock Carburized, Reheated To 800C (1470F), 150C (300F) Temper, 25 mm (1 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1170,869,15,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
454,AISI E4340 Steel,"Normalized, 13 mm (0.5 In.) Round",,9,,0,0,0.75,0,1.825,0,0.02,95.7,0,0.025,0.225,0,0.25,0,0.405,0,0,0.8,,1448,972,12,,9,Normalized – general-purpose steel (round normalized stock)
455,AISI 4620H Steel,"Normalized, 100 mm (4 In.) Round",,9,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,530,360,30,,9,Normalized – general-purpose steel (round normalized stock)
456,AISI 4815 Steel,"Pseudocarburized, Reheated To 800C (1470F) And Oil Quenched, 150C (300F) Temper, 13.7 mm (1 In.) Round",,0,,0,0,0.5,0,3.5,0,0.04,95.295,0,0.035,0.225,0,0.25,0,0.155,0,0,0,,1160,993,15,,0,Carburized – quenched (oil) – wear-resistant surface steel
457,AISI 4422 Steel,"Heat Treated In 13.7 mm Rounds, Reheated To 820C (1510F), 150C (300F) Temper",,0,,0,0,0.75,0,0,0,0.04,98.325,0,0.035,0.225,0,0.4,0,0.225,0,0,0,,841,455,16,,0,Carburized – quenched (oil) – wear-resistant surface steel
458,AISI E4340 H Steel,"Oil Quenched 800C (1470F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",,6,,0,0,0.775,0,1.775,0,0.02,95.725,0,0.025,0.225,0,0.25,0,0.405,0,0,0.8,,1255,1165,13,,6,Quenched (oil) & tempered – high-strength structural steel
459,AISI E4340 H Steel,"Oil Quenched 800C (1470F), 650C (1200F) Temper, 25 mm Round",,6,,0,0,0.775,0,1.775,0,0.02,95.725,0,0.025,0.225,0,0.25,0,0.405,0,0,0.8,,958,883,20,,6,Quenched (oil) & tempered – high-strength structural steel
460,AISI 4620 Steel,"Double Quenched And Tempered, Carburized, Oil Quenched, 230C (450F) Temper",,5,,0,0,0.55,0,1.825,0,0.04,96.855,0,0.035,0.25,0,0.25,0,0.195,0,0,0,,795,531,22,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
461,AISI 4620H Steel,"Mock Carburized, 150C (300F) Temper, 50 mm (2 In.) Round",,8,,0,0,0.55,0,1.775,0,0.04,96.9,0,0.035,0.25,0,0.25,0,0.2,0,0,0,,660,450,27,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
462,AISI 4820H Steel,Annealed 815C (1500F),,7,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,760,485,24,,7,Annealed – easy-to-machine – round annealed stock
463,AISI 4820H Steel,"Normalized 860C (1580F), 100 mm (4 In.) Round",,4,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,717,470,22,,4,Normalized (air cooled) – general-purpose steel
464,AISI 4820H Steel,"Single Quenched And Tempered (150C (300F)), 1.2 mm Case Depth",,5,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1431,1150,13,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
465,AISI 4820H Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, Reheated To 755C (1390F), 150C (300F) Temper",,0,,0,0,0.6,0,3.5,0,0.04,95.15,0,0.035,0.225,0,0.25,0,0.2,0,0,0,,1234,820,14,,0,Carburized – quenched (oil) – wear-resistant surface steel
466,AISI 4820 Steel,"Mock Carburized, Reheated To 800C (1470F), 150C (300F) Temper, 13 mm (0.5 In.) Round",,8,,0,0,0.6,0,3.5,0,0.04,95.145,0,0.035,0.225,0,0.25,0,0.205,0,0,0,,1440,1195,14,,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
467,AISI 4320 Steel,"Double Quenched And Tempered (Carburized 925C (1700F) For 8Hrs, Pot Cooled, Reheated To 815C (1500F), Quenched In Agitated Oil, Reheated To 775C, Quenched In Agitated Oil, 150C (300F) Temper), 1.9 mm Case Depth",,5,,0,0,0.55,0,1.825,0,0.04,96.38,0,0.035,0.225,0,0.25,0,0.195,0,0,0.5,,1050,670,19,,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
